URL,Identifacador de fila,última actualización
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%2277f6382a-2758-42d0-8291-3dcdbe42b08d%22%2C%22timestamp%22%3A%222023-11-09T03%3A37%3A24.4216969Z%22%2C%22checksum%22%3A%22eQ5UF5jOcYQC4ikdA8lb%2B6DebptYQmpheM7mEbD%2BWOo%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,7a1b60ab-bf3b-4470-b9f4-e41ed16a7f84,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22e268112d-f891-41f4-959f-2005550e5822%22%2C%22timestamp%22%3A%222023-11-09T03%3A36%3A44.0998811Z%22%2C%22checksum%22%3A%22UF6EVgpYnQFQkaDtfPh6p6CcQ0K6PRq1PFNSlXK%2BC3k%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,75b61964-2abb-4b7c-bae1-6d9f84b42450,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%2219153c71-5a94-469c-b9f6-8d97bedae34f%22%2C%22timestamp%22%3A%222023-11-09T03%3A38%3A36.1073958Z%22%2C%22checksum%22%3A%22OQTZxoHVn0t2G3x7dTFqamnpDk6i%2Ff45iHJ31d1JEuI%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,43b2f691-b2aa-42fc-8f5b-b7625f85ecdb,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22e6d0f90f-5ca4-41d4-9d55-788b4c0e547f%22%2C%22timestamp%22%3A%222023-11-09T03%3A38%3A54.1751096Z%22%2C%22checksum%22%3A%22z9JvYeZdaqSbTMn%2Ffnv%2BJpzRtz9XI3doJ3VRRMMmyB8%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,465671c9-e6be-41fa-b66e-b79b5d484836,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22262d8167-28bf-4fc0-b187-ce64345ad8db%22%2C%22timestamp%22%3A%222023-11-09T03%3A39%3A30.948702Z%22%2C%22checksum%22%3A%22KC%2F6%2B9BrZjanJlvgMzCv%2FtuT27c%2B7g1ax4YeexGMCFE%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,68b37e2e-2f12-4654-ad27-dcb9074bda74,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%221652c3d1-61c5-45e6-8ce7-3bcfd30358d1%22%2C%22timestamp%22%3A%222023-11-09T03%3A39%3A47.8266007Z%22%2C%22checksum%22%3A%226A9tbI3dMyqll47jFqs5Lp32it7JzJgDzEVxDKmzTxA%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,b55badf0-0882-4229-90cb-bd4e838732fa,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22fbc46c92-4926-45cf-93f4-a42117a41640%22%2C%22timestamp%22%3A%222023-11-09T03%3A41%3A06.6485759Z%22%2C%22checksum%22%3A%22oFqWcwp%2BHYz%2Fm2V1x9AyFYL0WCr2DG3rBbr8yc0VdZs%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,da1bfd93-a1f9-4f74-a840-33acdcc88ada,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%220cb4ab44-b7b0-4856-a896-6ff2de15b20e%22%2C%22timestamp%22%3A%222023-11-09T03%3A40%3A54.0023347Z%22%2C%22checksum%22%3A%22PSn0Mo4BQkGzxRTJWuLIx1OlSsXP9nqYaLDJa4jMDZs%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,6f9256f1-0fb8-4c7b-85fc-7ccb035e45f8,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22871fd0c8-31b3-4fd3-b52e-44e7cd477723%22%2C%22timestamp%22%3A%222023-11-09T03%3A42%3A01.4903673Z%22%2C%22checksum%22%3A%22tScMtWViYuwdrMFWqOuekrDz7hYV7UkBmNhxcZMUw9g%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,ea44eaf1-2caa-4550-9a4b-8eaa160f6d4b,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22ed2091f6-d4f8-4fd1-98a7-0faf3d021f0f%22%2C%22timestamp%22%3A%222023-11-09T03%3A42%3A01.39445Z%22%2C%22checksum%22%3A%22rTau6lt8DnmRSJjN317pIzPvBsHwuojzFiML61Ztr6k%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,294f176c-d141-4966-9a9c-1c4bc7ac4d1e,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22f24fd4cd-7589-41cc-986a-0ebebc5a83e5%22%2C%22timestamp%22%3A%222023-11-09T03%3A42%3A55.1721125Z%22%2C%22checksum%22%3A%22OREBpppw6ol2MRRF2Yvf%2F17hG5w0%2FHvVpVWRtUDai0Q%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,d7d1a372-0fa6-4c44-ad71-49ed2b884084,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22fab2a0fb-5a48-499b-a9e2-c73f4150090a%22%2C%22timestamp%22%3A%222023-11-09T03%3A42%3A56.4119232Z%22%2C%22checksum%22%3A%221uqGFUkPezegdAG%2BajvoDUDutNffjBl4w5UWjOp%2Fk9E%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,0fa19c07-a100-48b0-97dd-921f87ca45c3,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%2247148f33-48ff-400f-868f-00e8abbb58f1%22%2C%22timestamp%22%3A%222023-11-09T03%3A43%3A50.5341916Z%22%2C%22checksum%22%3A%22mp9SFJjLPShCHbR5kTTCEaQUtup7sReM4mfXh7VhF0U%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,e5118a33-73d1-46d8-9212-2b1e37b4e97c,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22f4bd01d2-3e0b-4634-b268-b44f58173d3b%22%2C%22timestamp%22%3A%222023-11-09T03%3A44%3A11.306315Z%22%2C%22checksum%22%3A%228ZoqW7pNOwyeD6xoUg3g0fPvUPQ9o7FRkLzjgXy%2BLt4%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,710a579c-5258-410c-aed4-12e3aa01b533,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%225f94594b-7a5e-484a-ba6e-75ee63b5e90a%22%2C%22timestamp%22%3A%222023-11-09T03%3A44%3A48.5231337Z%22%2C%22checksum%22%3A%22NAoOiIMgnO4knEFrJp38g%2BNkz2bJbbD9IA25o8TZMY8%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,b04a8e9f-98d9-4d17-8490-5f8f8eb99c1a,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22ee809b50-aebd-4196-a09b-37ec6f225792%22%2C%22timestamp%22%3A%222023-11-09T03%3A45%3A10.3501359Z%22%2C%22checksum%22%3A%22oEH2PGoD7PxMVhzC942pd80UpBAf0c2QslOjpDMA%2BZY%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,ef3a50e6-d21c-4497-82c7-aa3a6c74376a,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%2268709078-6771-43c3-b192-c8225908ff85%22%2C%22timestamp%22%3A%222023-11-09T03%3A45%3A56.0845108Z%22%2C%22checksum%22%3A%22lo%2FRjElWe4pzF0T85wwcYQ49hUFwrSN%2FD2Gr4taCVr0%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,b0fe4b82-7b5f-4a86-bd99-f16b7bb00f68,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%220b79638b-9c75-4ee9-b589-4bb959cac680%22%2C%22timestamp%22%3A%222023-11-09T03%3A46%3A18.5308346Z%22%2C%22checksum%22%3A%22xZlKsswMuMRS22kIC%2FAzKSUZqQCFhXMKmcGtvlVUFho%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,8a352a09-bbd8-439e-b691-3d7c22b426c3,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%2283f049d2-42e7-419e-bff4-4d43c6d93eab%22%2C%22timestamp%22%3A%222023-11-09T03%3A46%3A50.0820506Z%22%2C%22checksum%22%3A%22XGNROs8bGSH%2FkCdYd5Yj3Se8eTsbQB4AbZaNCvYBo3k%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,4f8b0c09-b607-46af-b1a7-6259db7a87df,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22988f9221-2be0-4a04-abfa-54d11bd17431%22%2C%22timestamp%22%3A%222023-11-09T03%3A47%3A15.9548703Z%22%2C%22checksum%22%3A%221zXPUEhk4dIy%2Br4%2FhCb7MWHb9LwUYaceAT9cB6ePXxA%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,b83f0dc4-92e7-41f4-a38a-a35344262bc9,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%223ea90c82-acec-487b-bfd9-2ea1a2adca7c%22%2C%22timestamp%22%3A%222023-11-09T03%3A48%3A11.0541555Z%22%2C%22checksum%22%3A%22nKESKfqZsERz6lwpXhxkf2TekOjAyoVj97p48WcbSCU%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,cb6e0962-39c0-4c75-aff0-bf570f67e909,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%2258d3a67a-b251-4bed-b24f-b2b61343d711%22%2C%22timestamp%22%3A%222023-11-09T03%3A48%3A25.7475196Z%22%2C%22checksum%22%3A%22%2Fa1%2B0rJCHg4qy3JDcbmQ04hK2GDPoMsp3il%2BIqruKDY%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,1b0651d7-aa5a-4ac3-b745-04978a88cc47,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22ff708bd4-47b3-4f9d-912c-9c1d8110d839%22%2C%22timestamp%22%3A%222023-11-09T03%3A49%3A08.5478986Z%22%2C%22checksum%22%3A%22%2FksgaDsPl7FysSandrrG7m2MCNzp1Y438c%2BCSEOckTQ%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,89335b16-ebab-4694-9e0f-46b6bcb7089a,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%2257615bc5-8ec3-432a-80ff-94a172d39572%22%2C%22timestamp%22%3A%222023-11-09T03%3A49%3A26.7321626Z%22%2C%22checksum%22%3A%22FUEiNTk8HyxOdQ4dkaGnG3%2BR4aGgRKdC7gCvJwHd7bM%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,12778024-f06c-43f5-a3e4-1f31be3ae628,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%228eed3b7b-6135-4f7d-90b6-f5b84eaaae72%22%2C%22timestamp%22%3A%222023-11-09T03%3A50%3A27.0115944Z%22%2C%22checksum%22%3A%22vOq62gZIksj2UYU%2Bvs6R%2FDH3m1Auz6P6drLFnMLYj7k%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,47f13657-f09c-4f20-940d-24351268561f,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22eb5eac7c-5b56-458a-91f3-14132c6d49dd%22%2C%22timestamp%22%3A%222023-11-09T03%3A50%3A57.1142197Z%22%2C%22checksum%22%3A%22abCJgkGJzy85sX1hg5vDrCqi%2BOP4a5ODRZBWVAvpMGY%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,5354a908-9bf3-4579-934a-fcad1d6b5eb2,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22253d991b-1db0-4a2d-961f-36f7d3c6c9c9%22%2C%22timestamp%22%3A%222023-11-09T03%3A51%3A24.9306747Z%22%2C%22checksum%22%3A%22enytwwsFuaU6YBZoaCZyIqkyT93IxvUEK8KxRpVd0sw%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,24f76688-bef6-4cbc-82e9-a3c0a1bdd769,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%22d3d4b89d-b4d1-4968-84b9-4c2028c5c3f7%22%2C%22timestamp%22%3A%222023-11-09T03%3A51%3A53.4655415Z%22%2C%22checksum%22%3A%22HG512x7xRxdJqK6DEU9tDLM%2F4r8hJfQ6sZfbt4a9oz4%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,3c31d92b-6b4c-4b78-ad99-681fc48d0edf,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%2272705fbd-458e-48fa-b92c-269448a46c71%22%2C%22timestamp%22%3A%222023-11-09T03%3A52%3A22.1019075Z%22%2C%22checksum%22%3A%22SB5FJqqu%2BBRr4OZvFk735McDDXvwgWf25WxwWXyFLJ4%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,0c81de8e-79e3-4372-942b-22eedc70cadc,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%224f9aa310-dfb9-4627-bf96-168da0d11e4e%22%2C%22timestamp%22%3A%222023-11-09T03%3A53%3A00.6545164Z%22%2C%22checksum%22%3A%228IZ7kAOoQGbc%2Fm1wd4UY2mBlBV9GTUxFziTuB7iqTHA%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,0533f233-511a-45c3-9a44-ac365badf2cd,menos de un minuto
https://dfentertainment.queue-it.net/?c=dfentertainment&e=lollalup240943&cid=es-CL&scv=%7B%22sessionId%22%3A%221d1d2b8b-bcf2-451a-95d1-cdb5231b712f%22%2C%22timestamp%22%3A%222023-11-09T03%3A53%3A46.1883904Z%22%2C%22checksum%22%3A%22DNcqORYSTkeyLD1TrYLq6r6lnbZw96fXNBn%2BZiSfJRk%3D%22%2C%22sourceIp%22%3A%22101.53.228.157%22%2C%22challengeType%22%3A%22botdetect%22%2C%22version%22%3A6%2C%22customerId%22%3A%22dfentertainment%22%2C%22waitingRoomId%22%3A%22lollalup240943%22%7D,d772b728-2054-47cb-bbce-1aa703f3271a,menos de un minuto
